"id","title","area","phase","depends_on","status","priority","owner","max_retries","retry_count","blocked_reason","dod"
"DB-001","Create initial sqlite schema","db","phase1","ARC-006","done","P1","codex","3","0","","schema migration `0001_init.sql` applied cleanly"
"DB-002","Create migration runner","db","phase1","DB-001","done","P1","codex","3","0","","forward-only migration runner with checksum guard"
"DB-003","Implement files table repository","db","phase1","DB-001","done","P1","codex","3","0","","CRUD + bulk upsert tested"
"DB-004","Implement transaction wrapper","db","phase1","DB-001","done","P1","codex","3","0","","typed transaction API used by services"
"DB-005","Implement links/properties repositories","db","phase1","DB-003","done","P1","codex","3","0","","join queries validated by tests"
"DB-006","Implement bases repositories","db","phase2","DB-003","done","P1","codex","3","0","","`.base` metadata read/write queries tested"
"DB-007","Implement render cache repositories","db","phase2","DB-003","done","P1","codex","3","0","","rendered html persistence tested"
"DB-008","Implement index state repositories","db","phase2","DB-003","done","P1","codex","3","0","","state keys for checkpoint/reconcile persisted"
"IDX-001","Implement initial full indexing workflow","idx","phase1","SDK-004|DB-005","done","P1","codex","3","0","","full vault index populates all core tables"
"IDX-002","Implement incremental indexing workflow","idx","phase1","IDX-001|SDK-003","done","P1","codex","3","0","","single-file updates touch only impacted rows"
"IDX-003","Implement coalesced batch apply","idx","phase1","IDX-002","done","P1","codex","3","0","","burst edits processed in bounded batches"
"IDX-004","Implement stale record cleanup","idx","phase1","IDX-002","done","P1","codex","3","0","","deleted/moved files removed from index"
"IDX-005","Implement checkpointed index progress","idx","phase2","DB-008","done","P1","codex","3","0","","restart resumes without full rebuild"
"IDX-006","Implement reconciliation scanner","idx","phase2","IDX-002","done","P1","codex","3","0","","drift scan repairs missed watcher events"
"IDX-007","Add index consistency checker","idx","phase2","IDX-001","done","P1","codex","3","0","","checker reports orphan rows and broken refs"
"IDX-008","Add index self-heal command","idx","phase2","IDX-007","done","P1","codex","3","0","","command repairs common inconsistencies"
"LINK-001","Implement wikilink parser","link","phase1","SDK-004","done","P1","codex","3","0","","parses target/display/heading/block forms"
"LINK-002","Implement deterministic path resolver","link","phase1","ARC-005|LINK-001","done","P1","codex","3","0","","ties resolved by documented algorithm"
"LINK-003","Implement heading target resolver","link","phase1","LINK-001","done","P1","codex","3","0","","heading links resolve to indexed headings"
"LINK-004","Implement block target resolver","link","phase2","LINK-001","done","P1","codex","3","0","","block refs resolve to indexed blocks"
"LINK-005","Implement unresolved link tracking","link","phase2","LINK-002","done","P1","codex","3","0","","unresolved links persisted and queryable"
"LINK-006","Implement backlink graph service","link","phase2","LINK-002","done","P1","codex","3","0","","outgoing/backlink queries return stable order"
"PROP-001","Implement front matter extraction","prop","phase1","SDK-004","done","P1","codex","3","0","","YAML block extraction with parse errors captured"
"PROP-002","Implement typed property projection","prop","phase1","PROP-001","done","P1","codex","3","0","","bool/number/date/list types normalized"
"PROP-003","Implement property update service","prop","phase1","SDK-008|PROP-002","done","P1","codex","3","0","","typed set operations persist and re-render"
"PROP-004","Implement default property mappings","prop","phase2","PROP-002","done","P1","codex","3","0","","tags/aliases/css classes mapped consistently"
"PROP-005","Implement malformed YAML tolerance","prop","phase2","PROP-001","done","P1","codex","3","0","","malformed docs do not crash indexing"
"PROP-006","Implement property query API","prop","phase2","PROP-002","done","P1","codex","3","0","","filter/sort APIs for bases and cli"
"BASE-001","Implement `.base` file parser","base","phase2","DB-006","done","P1","codex","3","0","","valid syntax parsed into typed model"
"BASE-002","Implement base view registry","base","phase2","BASE-001","done","P1","codex","3","0","","list views with type and config"
"BASE-003","Implement table query planner","base","phase2","BASE-001|PROP-006","done","P1","codex","3","0","","table view query compiles to db query plan"
"BASE-004","Implement table row executor","base","phase2","BASE-003","done","P1","codex","3","0","","rows returned with paging and sort"
"BASE-005","Implement table column config support","base","phase2","BASE-004","done","P1","codex","3","0","","column order/visibility persisted"
"BASE-006","Implement basic summaries","base","phase2","BASE-004","done","P1","codex","3","0","","count/min/max/avg summary rows supported"
"BASE-007","Implement base validation API","base","phase2","BASE-001","done","P1","codex","3","0","","clear diagnostics for invalid base config"
"BASE-008","Implement base refresh invalidation","base","phase2","BASE-004","done","P1","codex","3","0","","base results update on related metadata changes"
"FFI-001","Create bridge crate and export shell","ffi","phase3","ARC-003|INFRA-001","done","P1","codex","3","0","","bridge crate compiles and exports minimal API"
"FFI-002","Generate Swift bindings for read APIs","ffi","phase3","FFI-001|SDK-010","done","P1","codex","3","0","","Swift calls `vault_stats` and `note_get` successfully"
"FFI-003","Generate Swift bindings for write APIs","ffi","phase3","FFI-002|SDK-009","done","P1","codex","3","0","","Swift write calls update SDK state safely"
"FFI-004","Implement DTO versioning strategy","ffi","phase3","ARC-003","done","P1","codex","3","0","","versioned DTOs with backward-compat checks"
"FFI-005","Implement bridge error mapping","ffi","phase3","DOC-005|FFI-002","done","P1","codex","3","0","","Rust errors map to Swift typed errors"
"FFI-006","Implement event subscription bridge","ffi","phase3","SDK-007|FFI-002","done","P1","codex","3","0","","Swift receives index/update events"
"FFI-007","Implement batch/list windowing APIs","ffi","phase3","FFI-002","done","P1","codex","3","0","","large lists exposed via paged endpoints"
"FFI-008","Add bridge performance benchmarks","ffi","phase3","INFRA-007|FFI-006","done","P1","codex","3","0","","boundary call budgets tracked in CI report"
"APP-001","Create macOS app shell project","app","phase3","ARC-002","done","P1","codex","3","0","","app launches with split layout scaffolding"
"APP-002","Integrate bridge package into app build","app","phase3","FFI-002","done","P1","codex","3","0","","app links and calls rust read APIs"
"APP-003","Implement vault picker and open flow","app","phase3","APP-002","done","P1","codex","3","0","","opens vault and shows root state"
"APP-004","Implement file tree view model","app","phase3","APP-003","done","P1","codex","3","0","","lazy loaded tree navigation works"
"APP-005","Implement note reading pane","app","phase3","APP-003","done","P1","codex","3","0","","selected note renders markdown"
"APP-006","Implement properties pane","app","phase3","APP-005|FFI-003","done","P1","codex","3","0","","properties display and edits persist"
"APP-007","Implement backlinks pane","app","phase3","APP-005","done","P1","codex","3","0","","outgoing and backlink panels render"
"APP-008","Implement quick-open command palette","app","phase3","APP-004","done","P1","codex","3","0","","keyboard command palette opens note by search"
"APP-009","Implement bases table screen","app","phase4","BASE-004|APP-003","done","P2","codex","3","0","","table view loads and paginates"
"APP-010","Implement app-level error handling UI","app","phase4","FFI-005","done","P2","codex","3","0","","typed errors displayed with recovery actions"
"APP-011","Implement reduced-motion behavior","app","phase4","APP-001","done","P2","codex","3","0","","UI honors reduced motion settings"
"APP-012","Implement startup state restoration","app","phase4","APP-003","done","P2","codex","3","0","","restores last vault and last note safely"
"CLI-001","Scaffold CLI crate and command tree","cli","phase4","INFRA-001","done","P2","codex","3","0","","`tao --help` with grouped commands"
"CLI-002","Implement one-envelope JSON output","cli","phase4","CLI-001|DOC-005","done","P2","codex","3","0","","`--json` prints one object to stdout"
"CLI-003","Add vault command group wrappers","cli","phase4","CLI-001|SDK-010","done","P2","codex","3","0","","open/stats/reindex/reconcile commands work"
"CLI-004","Add note command group wrappers","cli","phase4","CLI-001|SDK-009","done","P2","codex","3","0","","read/write commands map to sdk calls"
"CLI-005","Add links and properties wrappers","cli","phase4","CLI-001|LINK-006|PROP-006","done","P2","codex","3","0","","link/property commands operate on vault"
"CLI-006","Add bases/search wrappers","cli","phase4","CLI-001|BASE-008","done","P2","codex","3","0","","bases view and search command outputs stable JSON"
"TUI-001","Scaffold TUI crate","tui","phase6","INFRA-001","done","P3","codex","3","0","","terminal app starts with placeholder route"
"TUI-002","Implement route shell and keymap","tui","phase6","TUI-001","done","P3","codex","3","0","","route switching and command palette work"
"TUI-003","Implement note list and viewer route","tui","phase6","TUI-002|SDK-010","done","P3","codex","3","0","","view notes and note content"
"TUI-004","Implement search route","tui","phase6","TUI-002|BASE-008","done","P3","codex","3","0","","search list and open note flow work"
"TUI-005","Implement bases table route","tui","phase6","TUI-002|BASE-004","done","P3","codex","3","0","","table route paginates and sorts"
"QA-001","Build conformance fixture vault","qa","phase4","DOC-003","done","P2","codex","3","0","","fixture set covers links/properties/bases edge cases"
"QA-002","Add SDK integration test harness","qa","phase4","INFRA-004","done","P2","codex","3","0","","integration tests run fixture vault end-to-end"
"QA-003","Add resolver determinism tests","qa","phase4","LINK-002|QA-001","done","P2","codex","3","0","","repeated runs yield identical resolutions"
"QA-004","Add malformed front matter tests","qa","phase4","PROP-005|QA-001","done","P2","codex","3","0","","malformed docs handled without crash"
"QA-005","Add bases parser and table tests","qa","phase4","BASE-008|QA-001","done","P2","codex","3","0","","table outputs match expected snapshots"
"QA-006","Add watcher/reconcile chaos tests","qa","phase5","IDX-006","done","P2","codex","3","0","","simulated burst changes remain consistent"
"QA-007","Add Swift UI smoke tests","qa","phase5","APP-012","done","P2","codex","3","0","","launch/open/navigate/edit smoke suite passes"
"QA-008","Add CLI JSON contract tests","qa","phase5","CLI-006","done","P2","codex","3","0","","schema validations for all `--json` commands"
"PERF-001","Capture baseline benchmarks on 1k vault","perf","phase4","INFRA-007","done","P2","codex","3","0","","baseline report committed"
"PERF-002","Capture baseline benchmarks on 5k vault","perf","phase4","PERF-001","done","P2","codex","3","0","","report includes p50/p95 latencies"
"PERF-003","Capture baseline benchmarks on 10k vault","perf","phase4","PERF-002","done","P2","codex","3","0","","report includes memory and startup metrics"
"PERF-004","Tune sqlite pragmas for workload","perf","phase4","DB-008|PERF-003","done","P2","codex","3","0","","selected pragma profile documented"
"PERF-005","Optimize link resolution hot paths","perf","phase4","LINK-006|PERF-003","done","P2","codex","3","0","","resolver throughput improves vs baseline"
"PERF-006","Optimize bridge call batching","perf","phase5","FFI-008|PERF-003","done","P2","codex","3","0","","boundary call count reduced in key flows"
"PERF-007","Optimize app startup pipeline","perf","phase5","APP-012|PERF-003","done","P2","codex","3","0","","startup p95 meets budget"
"PERF-008","Lock perf budgets in CI gate","perf","phase5","DOC-006|PERF-007","done","P2","codex","3","0","","CI fails on budget regressions"
"REL-001","Define versioning policy for sdk/cli/app","rel","phase5","ARC-006","done","P2","codex","3","0","","semver + compatibility rules documented"
"REL-002","Create release checklist and runbook","rel","phase5","DOC-001","done","P2","codex","3","0","","runbook includes rollback plan"
"REL-003","Package CLI install artifact flow","rel","phase5","CLI-006","done","P2","codex","3","0","","release build installs binary to target path"
"REL-004","Package macOS app artifact flow","rel","phase5","APP-012","done","P2","codex","3","0","","signed app artifact produced in CI"
"REL-005","Add migration preflight checks","rel","phase5","DB-002","done","P2","codex","3","0","","release validates schema migration before startup"
"REL-006","Cut v1.0.0 release candidate","rel","phase5","REL-001|REL-002|REL-003|REL-004|REL-005|QA-008|PERF-008","done","P2","codex","3","0","","RC build and acceptance report published"
"PLAN-001","Move planning control files into plan directory","plan","phase7","REL-006","done","P0","codex","3","0","","PLAN.md/tickets.csv/run-state.json/progress.md/blockers.md live under plan/ and references updated"
"PLAN-002","Update all repository references to plan control paths","plan","phase7","PLAN-001","done","P0","codex","3","0","","all operational references point to plan/PLAN.md and plan/*.md/json/csv"
"PLAN-003","Append phase7+ roadmap and execution contract updates","plan","phase7","PLAN-002","done","P0","codex","3","0","","plan/PLAN.md includes phase7+ tickets, sequencing, and acceptance gates"
"REN-001","Create safe rename manifest for obs to tao","rename","phase7","PLAN-003","done","P0","codex","3","0","","manifest lists identifier classes, exclusions, and validation checks"
"REN-002","Rename GitHub repository to u29dc/tao and update remotes","rename","phase7","REN-001","done","P0","codex","3","0","","origin points to git@github.com:u29dc/tao.git and gh repo rename completed"
"REN-003","Rename workspace crates, packages, and binaries to tao namespace","rename","phase7","REN-001","done","P0","codex","3","0","","cargo metadata, crate names, and binary names use tao* consistently"
"REN-004","Rename Swift package and app module identifiers to tao","rename","phase7","REN-003","done","P0","codex","3","0","","apps/tao-macos package, module, and product names updated with passing tests"
"REN-005","Rename env vars and runtime paths from obs to tao","rename","phase7","REN-003","done","P1","codex","3","0","","OBS_* and .obs.sqlite defaults replaced by TAO_* and .tao.sqlite defaults"
"REN-006","Run final stale-reference sweep with allowlist validation","rename","phase7","REN-003|REN-004|REN-005","done","P0","codex","3","0","","no stale project identity references remain outside explicit compatibility allowlist"
"CLEAN-001","Add one-word cleanup script for build and runtime artifacts","clean","phase7","REN-006","done","P1","codex","3","0","","scripts/clean removes target/build caches/dist and legacy install directories"
"CLEAN-002","Execute zero-cache rebuild and baseline validation","clean","phase7","CLEAN-001","done","P1","codex","3","0","","fresh build/test passes after deleting local caches and artifacts"
"BUILD-001","Set release-quality build defaults across scripts","build","phase7","REN-003","done","P0","codex","3","0","","default scripts build release artifacts for rust and swift targets"
"BUILD-002","Remove cargo run subprocess runtime default paths","build","phase7","BUILD-001","done","P0","codex","3","0","","runtime command paths execute built release binaries by default"
"BUILD-003","Rename scripts to single-word filenames and update callers","build","phase7","BUILD-001","done","P1","codex","3","0","","scripts folder uses single-word file names with all call sites updated"
"CFG-001","Add tao-config crate with typed config schema","cfg","phase8","REN-003","done","P1","codex","3","0","","new config crate defines defaults, decode, validation, and merge types"
"CFG-002","Implement root config.toml bootstrap and read","cfg","phase8","CFG-001","done","P1","codex","3","0","","repo root config.toml auto-created and loaded when missing"
"CFG-003","Implement vault config.toml bootstrap and read","cfg","phase8","CFG-001","done","P1","codex","3","0","","vault config.toml auto-created and loaded for pointed vault"
"CFG-004","Implement config precedence defaults root vault","cfg","phase8","CFG-002|CFG-003","done","P1","codex","3","0","","effective config resolution follows defaults < root < vault"
"SDK-017","Add sdk bootstrap service for vault config and db initialization","sdk","phase8","CFG-004|DB-002","done","P0","codex","3","0","","single API returns resolved config paths and db readiness metadata"
"CLI-007","Make vault-root the primary CLI input with auto db path","cli","phase8","SDK-017","done","P0","codex","3","0","","cli commands succeed with vault-root only using default db location"
"CLI-008","Auto-create sqlite and run migrations when missing","cli","phase8","CLI-007","done","P0","codex","3","0","","commands bootstrap sqlite state without requiring pre-created db"
"CLI-009","Retain db-path as advanced override flag","cli","phase8","CLI-007","done","P1","codex","3","0","","db-path works as override while default path remains automatic"
"FFI-009","Add UniFFI bridge surface and generation pipeline","ffi","phase9","REN-003|BUILD-001","done","P0","codex","3","0","","bridge crate exports uniffi interface and generated Swift bindings build"
"FFI-010","Integrate generated Swift bindings into macOS app package","ffi","phase9","FFI-009|REN-004","done","P0","codex","3","0","","swift package consumes generated ffi module without subprocess bridge"
"FFI-011","Implement long-lived in-process Rust runtime handle","ffi","phase9","FFI-009","done","P0","codex","3","0","","ffi client keeps persistent runtime and connection state between calls"
"FFI-012","Replace subprocess bridge client with direct ffi calls","ffi","phase9","FFI-010|FFI-011","done","P0","codex","3","0","","TaoBridgeClient no longer shells out to cargo or bridge executable"
"FFI-013","Add coarse batch and window APIs for UI call minimization","ffi","phase9","FFI-012","done","P1","codex","3","0","","note-open and tree flows use batched ffi endpoints with reduced boundary calls"
"FFI-014","Add ffi latency benchmarks and CI guardrails","ffi","phase9","FFI-013","done","P1","codex","3","0","","benchmarks and ci enforce note-open and tree-load latency budgets"
"APP-013","Remove debug-oriented panels and diagnostics from macOS app","app","phase10","REN-004","done","P1","codex","3","0","","app shell exposes production UX only without debug panes"
"APP-014","Implement minimal sidebar tree plus note reader layout","app","phase10","APP-013|FFI-012","done","P0","codex","3","0","","single sidebar file tree and main note view render cleanly"
"APP-015","Render properties/front matter section in note reader","app","phase10","APP-014","done","P1","codex","3","0","","properties appear as compact key/value section above markdown content"
"APP-016","Add minimal settings window for vault selection and refresh","app","phase10","APP-014","done","P0","codex","3","0","","settings flow selects vault path and refreshes file tree and content"
"APP-017","Tune ui responsiveness and loading-state thresholds","app","phase10","APP-014|FFI-013","done","P0","codex","3","0","","note open interactions feel instant under target latency budgets"
"VAULT-001","Move fixture vault to root vault directory","vault","phase10","PLAN-002","done","P1","codex","3","0","","example fixture lives under vault/ with simplified hierarchy"
"VAULT-002","Add deterministic synthetic vault generator script","vault","phase10","VAULT-001","done","P1","codex","3","0","","script generates large benchmark/test vaults outside tracked fixture files"
"BENCH-001","Move generated benchmark outputs to .benchmarks","bench","phase10","PLAN-002","done","P1","codex","3","0","","generated benchmark outputs write to .benchmarks and are gitignored"
"BENCH-002","Keep benchmark harness source tracked and trim static datasets","bench","phase10","BENCH-001","done","P1","codex","3","0","","benchmark code remains tracked while bulky generated data is excluded"
"DOC-007","Consolidate docs into root AGENTS.md","doc","phase10","PLAN-002","done","P1","codex","3","0","","AGENTS.md contains concise numbered architecture and workflow reference"
"DOC-008","Symlink CLAUDE.md to AGENTS.md","doc","phase10","DOC-007","done","P1","codex","3","0","","CLAUDE.md resolves to AGENTS.md"
"DOC-009","Symlink README.md to AGENTS.md","doc","phase10","DOC-007","done","P1","codex","3","0","","README.md resolves to AGENTS.md"
"TUI-006","Reset tui crate to empty shell placeholder","tui","phase10","REN-003","done","P2","codex","3","0","","tui starts with empty shell and no content routes"
"QA-009","Run full zero-cache release-quality validation suite","qa","phase11","CLEAN-002|FFI-014|APP-017|CLI-009","done","P0","codex","3","0","","fresh environment checks pass for rust swift and cli paths"
"QA-010","Run manual macOS smoke on sample vault","qa","phase11","APP-017|VAULT-001","done","P1","codex","3","0","","manual workflow validates sidebar open/read/edit/settings behavior"
"REL-007","Publish tao rename and runtime migration release notes","rel","phase11","QA-009|QA-010|DOC-007","done","P1","codex","3","0","","release notes document rename, ffi runtime, config bootstrap, and migration guidance"
"SEC-001","Harden bridge note_get path boundary and traversal checks","sec","phase12","REL-007","done","P0","codex","3","0","","absolute paths parent traversals and out-of-vault reads are rejected with stable bridge error payloads"
"IDX-009","Trigger incremental index refresh on note_put writes","idx","phase12","SEC-001","done","P0","codex","3","0","","note_put updates links properties and search-facing metadata without requiring manual vault reindex"
"CFG-005","Harden root config bootstrap fallback for app-bundle cwd","cfg","phase12","SEC-001","done","P0","codex","3","0","","runtime config load succeeds when cwd is read-only or non-project root and does not fail on /config.toml writes"
"REL-008","Package self-contained macOS app with embedded bridge dylib","rel","phase12","CFG-005|IDX-009","done","P0","codex","3","0","","release mac script bundles libtao_sdk_bridge.dylib rewrites install names and passes launch smoke from dist app"
"SEARCH-001","Replace sdk-search placeholder with service-backed query engine","search","phase12","IDX-009","done","P1","codex","3","0","","search crate provides deterministic query API over indexed notes and CLI search command consumes it"
"WATCH-001","Replace sdk-watch placeholder with reconciliation adapter","watch","phase12","IDX-009","done","P1","codex","3","0","","watch crate exposes typed reconcile/watch adapter and CLI reconcile flow consumes it"
"QA-011","Add Swift release tests to util check quality gate","qa","phase12","REL-008","done","P0","codex","3","0","","util:check executes swift release tests in addition to rust gates"
"QA-012","Run full remediation validation suite and close phase12","qa","phase12","QA-011|SEARCH-001|WATCH-001","done","P0","codex","3","0","","full release build tests benchmarks and app packaging smoke pass with updated progress and run-state logs"
"DATA-001","Write realistic synthetic vault specification v2 (no hubs)","data","phase23","","todo","P0","codex","5","0","","Pass when `plan/synthetic-vault-spec.md` exists with sections `profiles`, `entity-distribution`, `link-topology`, `frontmatter-links`, `unresolved-ratio`, `privacy-safety`; includes one canonical 10k profile table; explicitly forbids synthetic hub notes"
"DATA-002","Rewrite fixtures generator to profile-driven deterministic CLI","data","phase23","DATA-001","todo","P0","codex","5","0","","Pass when `scripts/fixtures.sh` documents `--profile --notes --seed --output`; two runs with identical args produce identical sorted file-hash manifests; changing only `--seed` produces a different manifest"
"DATA-003","Add realistic base schemas and view files to generated vaults","data","phase23","DATA-002","todo","P0","codex","5","0","","Pass when generated fixtures contain at least four `.base` files (`contacts`, `companies`, `projects`, `meetings`); `tao --json bases list --vault-root <gen>` returns `total >= 4`; every generated base/view resolves without parse or execution errors"
"DATA-004","Generate mixed link topology without hub notes","data","phase23","DATA-002","todo","P0","codex","5","0","","Pass when `fd -t f -i hub <gen>` returns zero files; generator emits body links, frontmatter links, and unresolved links; measured link counts and unresolved ratio stay within spec tolerance"
"DATA-005","Add fixture validator for realism and safety","data","phase23","DATA-003|DATA-004","todo","P0","codex","5","0","","Pass when `scripts/validate_fixtures.sh` enforces no hub files, no seeded PII markers, expected count/ratio bounds, and valid `.base` parseability; validator exits non-zero on each injected failure case"
"DATA-006","Switch benchmark and QA defaults to generated fixtures","data","phase23","DATA-005","todo","P0","codex","5","0","","Pass when benchmark and QA scripts default to `vault/generated/*` with zero required Dropbox paths; docs and scripts contain no default references to personal vault locations"
"GRAPH-001","Index wikilinks from frontmatter typed values","graph","phase23","DATA-006","done","P0","codex","5","0","","Pass when indexer extracts wikilinks from frontmatter scalar/list/nested values; unit tests cover scalar/list/mixed cases; a frontmatter-only link note yields `outgoing.total >= 1` after reindex"
"GRAPH-002","Unify body and frontmatter link extraction pipeline","graph","phase23","GRAPH-001","done","P0","codex","5","0","","Pass when a single extractor returns source metadata (`body` or `frontmatter:<path>`); duplicate link tokens are deterministically deduped; repeated reindex runs produce identical sorted link hashes"
"GRAPH-003","Fix backlinks/outgoing zero-result bug on frontmatter-only notes","graph","phase23","GRAPH-002","done","P0","codex","5","0","","Pass when a regression fixture reproduces the prior failure before fix and passes after fix; `tao --json links outgoing` and backlinks for frontmatter-only notes both return expected non-zero totals"
"GRAPH-004","Infer structural graph edges from folder-file topology","graph","phase23","GRAPH-002","todo","P1","codex","5","0","","Pass when graph service can optionally emit `parent_folder`, `sibling_folder`, and `same_prefix` edges behind an explicit flag; default output remains semantic-only; structural edge generation is deterministic and capped"
"GRAPH-005","Add high-performance graph walk service","graph","phase23","GRAPH-003|GRAPH-004","todo","P0","codex","5","0","","Pass when graph walk API supports depth bounds, edge-type filters, pagination, and deterministic ordering; five repeated walks over 10k fixtures produce identical output hashes"
"GRAPH-006","Add graph diagnostics: unresolved, deadends, orphans, components","graph","phase23","GRAPH-005","todo","P1","codex","5","0","","Pass when diagnostics expose `unresolved`, `deadends`, `orphans`, and `components` with `{total,items}` schema; integration tests assert exact totals on controlled fixtures"
"QUERY-001","Define unified query AST and execution planner","query","phase23","GRAPH-006","todo","P0","codex","5","0","","Pass when typed AST supports `from`, `where`, `sort`, `select`, and `page`; planner emits deterministic logical-plan JSON; snapshot tests for docs/base/graph scopes are stable"
"QUERY-002","Implement docs adapter for unified query","query","phase23","QUERY-001","todo","P0","codex","5","0","","Pass when `tao --json query --from docs` supports text/property predicates, sorting, and pagination; output schema includes `columns`, `rows`, `total`, `page`; snapshots cover representative query set"
"QUERY-003","Implement bases adapter for unified query","query","phase23","QUERY-001|DATA-003","todo","P0","codex","5","0","","Pass when `tao --json query --from base:<id-or-path>` honors base-view projection/filter/sort rules; parity tests match row order and totals from `bases view` on the same fixture"
"QUERY-004","Implement graph adapter for unified query","query","phase23","QUERY-001|GRAPH-005","todo","P0","codex","5","0","","Pass when `tao --json query --from graph` supports predicates `resolved`, `kind`, `source`, `target` and bounded traversal windows; contract tests validate predicate correctness"
"QUERY-005","Implement projection/explain/ranking for unified query","query","phase23","QUERY-002|QUERY-003|QUERY-004","todo","P1","codex","5","0","","Pass when `--select` returns projected columns only, `--explain` returns stable plan JSON, and ranking tie-breaks are deterministic in snapshot tests"
"QUERY-006","Route legacy search/base read paths through unified query core","query","phase23","QUERY-005","todo","P0","codex","5","0","","Pass when legacy `search query` and `bases view` wrappers delegate to unified query internals; existing contract tests pass with no regressions except documented metadata additions"
